Date,Open,High,Low,Close,Adj Close,Volume
2009-08-03,110.4800033569336,110.54000091552734,110.05000305175781,110.22000122070312,88.13074493408203,48200
2009-08-04,110.41999816894531,110.41999816894531,109.9000015258789,110.0999984741211,88.0347900390625,65500
2009-08-05,109.86000061035156,110.44999694824219,109.86000061035156,109.88999938964844,87.86685180664062,76000
2009-08-06,109.86000061035156,110.12000274658203,109.83000183105469,109.91000366210938,87.88285827636719,47900
2009-08-07,109.47000122070312,109.55000305175781,109.27999877929688,109.41999816894531,87.4910888671875,111400
2009-08-10,109.5999984741211,109.94999694824219,109.55000305175781,109.94000244140625,87.90684509277344,64700
2009-08-11,110.12999725341797,110.27999877929688,110.02999877929688,110.2300033569336,88.1387710571289,47300
2009-08-12,110.4000015258789,111.16000366210938,109.87000274658203,110.2300033569336,88.1387710571289,84600
2009-08-13,110.44000244140625,110.79000091552734,110.4000015258789,110.7300033569336,88.53854370117188,23800
2009-08-14,111.0,111.33999633789062,110.91999816894531,110.9800033569336,88.73841857910156,28200
2009-08-17,111.33000183105469,111.52999877929688,111.33000183105469,111.5199966430664,89.17021942138672,36600
2009-08-18,111.45999908447266,111.47000122070312,111.22000122070312,111.27999877929688,88.97830963134766,33300
2009-08-19,111.63999938964844,111.66000366210938,111.31999969482422,111.43000030517578,89.09822082519531,127700
2009-08-20,111.44999694824219,111.62000274658203,111.2699966430664,111.55000305175781,89.19418334960938,35600
2009-08-21,111.54000091552734,111.55000305175781,110.80000305175781,110.80000305175781,88.59457397460938,45600
2009-08-24,110.7300033569336,111.30000305175781,110.7300033569336,111.27999877929688,88.97830963134766,26300
2009-08-25,111.19999694824219,111.45999908447266,111.05000305175781,111.45999908447266,89.1221694946289,26100
2009-08-26,111.48999786376953,111.54000091552734,111.36000061035156,111.52999877929688,89.17819213867188,40000
2009-08-27,111.36000061035156,111.61000061035156,111.2699966430664,111.38999938964844,89.06626892089844,65200
2009-08-28,111.23999786376953,111.63999938964844,111.19000244140625,111.63999938964844,89.26618957519531,87700
2009-08-31,111.7699966430664,111.93000030517578,111.58000183105469,111.9000015258789,89.4740982055664,30300
2009-09-01,111.76000213623047,112.04000091552734,111.48999786376953,111.94000244140625,89.6807632446289,90000
2009-09-02,112.12999725341797,112.37999725341797,112.04000091552734,112.37000274658203,90.02526092529297,334900
2009-09-03,112.13999938964844,112.30999755859375,112.04000091552734,112.0999984741211,89.8089828491211,72800
2009-09-04,112.13999938964844,112.19999694824219,111.80999755859375,111.83000183105469,89.59264373779297,38600
2009-09-08,111.75,112.01000213623047,111.70999908447266,111.75,89.52857208251953,29000
2009-09-09,111.55000305175781,111.81999969482422,111.55000305175781,111.77999877929688,89.55256652832031,100300
2009-09-10,112.0999984741211,112.30000305175781,112.0,112.19000244140625,89.8810806274414,96200
2009-09-11,112.30999755859375,112.58000183105469,112.20999908447266,112.20999908447266,89.89704895019531,75500
2009-09-14,112.1500015258789,112.22000122070312,111.94000244140625,111.9800033569336,89.71279907226562,36600
2009-09-15,111.66000366210938,111.91000366210938,111.66000366210938,111.79000091552734,89.56059265136719,31300
2009-09-16,111.88999938964844,111.94999694824219,111.44999694824219,111.5,89.32828521728516,155900
2009-09-17,111.58999633789062,111.9000015258789,111.47000122070312,111.83999633789062,89.60061645507812,42000
2009-09-18,111.7300033569336,111.75,111.4000015258789,111.47000122070312,89.30419158935547,67600
2009-09-21,111.63999938964844,111.77999877929688,111.45999908447266,111.55999755859375,89.37629699707031,35400
2009-09-22,111.4800033569336,111.7699966430664,111.4800033569336,111.7300033569336,89.51249694824219,20500
2009-09-23,111.63999938964844,112.0999984741211,111.47000122070312,111.98999786376953,89.72083282470703,55300
2009-09-24,112.06999969482422,112.23999786376953,111.91999816894531,112.12000274658203,89.8249740600586,49100
