Date,Open,High,Low,Close,Adj Close,Volume
2004-01-02,111.73999786376953,112.19000244140625,110.7300033569336,111.2300033569336,75.86577606201172,38072300
2004-01-05,111.69000244140625,112.5199966430664,111.58999633789062,112.44000244140625,76.69105529785156,27959800
2004-01-06,112.16000366210938,112.7300033569336,112.0,112.55000305175781,76.76610565185547,20472800
2004-01-07,112.38999938964844,113.05999755859375,111.88999938964844,112.93000030517578,77.02527618408203,30170400
2004-01-08,113.25,113.41000366210938,112.7699966430664,113.37999725341797,77.33223724365234,36438400
2004-01-09,112.83000183105469,113.5,112.2699966430664,112.38999938964844,76.6569595336914,54084300
2004-01-12,112.55000305175781,113.25,112.36000061035156,113.22000122070312,77.22306060791016,31564100
2004-01-13,113.08999633789062,113.2300033569336,111.76000213623047,112.55999755859375,76.77294158935547,54239700
2004-01-14,112.76000213623047,113.66000366210938,112.66999816894531,113.5,77.41409301757812,30112800
2004-01-15,113.56999969482422,114.05999755859375,112.58000183105469,113.77999877929688,77.60501098632812,38408700
2004-01-16,114.04000091552734,114.30999755859375,113.62999725341797,114.2300033569336,77.9119873046875,31922700
2004-01-20,114.52999877929688,114.6500015258789,113.81999969482422,114.19999694824219,77.8914794921875,29863000
2004-01-21,114.12999725341797,115.30000305175781,113.72000122070312,115.0999984741211,78.50535583496094,30725000
2004-01-22,115.13999938964844,115.37999725341797,114.58000183105469,114.80000305175781,78.30074310302734,29888500
2004-01-23,115.0,115.37000274658203,113.94999694824219,114.43000030517578,78.04833984375,44245300
2004-01-26,114.38999938964844,115.93000030517578,114.37999725341797,115.87000274658203,79.0305404663086,30460600
2004-01-27,115.75,116.5,114.6500015258789,114.68000030517578,78.2188720703125,35322800
2004-01-28,114.9800033569336,115.27999877929688,112.94000244140625,113.37000274658203,77.32539367675781,52621300
2004-01-29,113.55999755859375,113.8499984741211,112.55999755859375,113.4800033569336,77.40042114257812,60117100
2004-01-30,113.5199966430664,113.72000122070312,113.08999633789062,113.4800033569336,77.40042114257812,30984400
2004-02-02,113.69999694824219,114.68000030517578,113.12000274658203,113.97000122070312,77.73463439941406,38832400
2004-02-03,113.73999786376953,114.13999938964844,113.44000244140625,113.77999877929688,77.60501098632812,25093500
2004-02-04,113.19000244140625,113.7300033569336,112.79000091552734,112.8499984741211,76.97073364257812,39332600
2004-02-05,113.16999816894531,113.54000091552734,112.77999877929688,113.18000030517578,77.19581604003906,37226800
2004-02-06,113.41999816894531,114.69999694824219,113.19999694824219,114.44999694824219,78.06199645996094,37216000
2004-02-09,114.66999816894531,114.87000274658203,114.29000091552734,114.4800033569336,78.08246612548828,24851300
2004-02-10,114.27999877929688,115.13999938964844,114.26000213623047,114.8499984741211,78.33483123779297,27908100
2004-02-11,114.8499984741211,116.38999938964844,114.16999816894531,116.06999969482422,79.16694641113281,42965700
2004-02-12,115.97000122070312,116.2699966430664,115.58000183105469,115.6500015258789,78.88050079345703,27814700
2004-02-13,115.81999969482422,116.19999694824219,114.75,115.12999725341797,78.52582550048828,44739900
2004-02-17,115.8499984741211,116.43000030517578,115.7699966430664,116.16999816894531,79.23515319824219,23984300
2004-02-18,116.19999694824219,116.5999984741211,115.3499984741211,115.66000366210938,78.88732147216797,28618000
2004-02-19,116.33000183105469,116.38999938964844,115.05999755859375,115.2300033569336,78.593994140625,51146200
2004-02-20,115.4800033569336,115.55999755859375,114.31999969482422,114.87999725341797,78.35529327392578,46728800
2004-02-23,115.22000122070312,115.26000213623047,114.16999816894531,114.58999633789062,78.15751647949219,36357000
2004-02-24,114.2699966430664,114.98999786376953,113.02999877929688,114.38999938964844,78.02106475830078,43953000
2004-02-25,114.45999908447266,115.05999755859375,114.31999969482422,114.87000274658203,78.3484878540039,31213600
2004-02-26,114.61000061035156,115.29000091552734,114.33999633789062,114.94000244140625,78.39623260498047,29683000
2004-02-27,115.19000244140625,115.73999786376953,114.62999725341797,115.0199966430664,78.45079803466797,39312000
2004-03-01,115.43000030517578,116.33999633789062,115.25,116.16000366210938,79.22833251953125,33130800
2004-03-02,115.94000244140625,116.97000122070312,115.2300033569336,115.4800033569336,78.76453399658203,38556400
2004-03-03,115.25,115.87000274658203,114.91999816894531,115.69000244140625,78.90776062011719,31346200
2004-03-04,115.72000122070312,116.0999984741211,115.5199966430664,115.98999786376953,79.1124038696289,21060000
2004-03-05,115.41999816894531,116.94999694824219,115.27999877929688,116.37999725341797,79.37837219238281,55905600
2004-03-08,116.33999633789062,116.62000274658203,114.91000366210938,114.95999908447266,78.40985870361328,39281600
2004-03-09,115.0999984741211,115.20999908447266,114.23999786376953,114.5,78.09613037109375,39746100
2004-03-10,114.72000122070312,114.7699966430664,112.55999755859375,112.58000183105469,76.78656005859375,67671800
2004-03-11,112.4000015258789,113.2699966430664,111.0999984741211,111.12000274658203,75.79072570800781,89134800
